C,NEMP.WORLD,ACTUAL_OPERATIONAL_DEMAND_DAILY,AEMO,PUBLIC,2016/08/26,04:39:56,0000000274356420,,0000000274356418
I,OPERATIONAL_DEMAND,ACTUAL,1,REGIONID,INTERVAL_DATETIME,OPERATIONAL_DEMAND,LASTCHANGED
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/25 04:30:00",6862,"2016/08/25 04:30:18"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/25 05:00:00",6953,"2016/08/25 05:01:19"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/25 05:30:00",7247,"2016/08/25 05:30:56"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/25 06:00:00",7692,"2016/08/25 06:00:32"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/25 06:30:00",8530,"2016/08/25 06:30:09"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/25 07:00:00",9312,"2016/08/25 07:01:09"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/25 07:30:00",9773,"2016/08/25 07:30:46"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/25 08:00:00",10073,"2016/08/25 08:00:23"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/25 08:30:00",10058,"2016/08/25 08:31:22"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/25 09:00:00",9839,"2016/08/25 09:00:56"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/25 09:30:00",9765,"2016/08/25 09:30:30"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/25 10:00:00",9569,"2016/08/25 10:00:04"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/25 10:30:00",9364,"2016/08/25 10:31:03"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/25 11:00:00",9149,"2016/08/25 11:00:37"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/25 11:30:00",8952,"2016/08/25 11:30:11"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/25 12:00:00",8783,"2016/08/25 12:01:11"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/25 12:30:00",8641,"2016/08/25 12:30:45"
