C,NEMP.WORLD,ACTUAL_OPERATIONAL_DEMAND_DAILY,AEMO,PUBLIC,2016/07/16,04:40:00,0000000273111390,,0000000273111388
I,OPERATIONAL_DEMAND,ACTUAL,1,REGIONID,INTERVAL_DATETIME,OPERATIONAL_DEMAND,LASTCHANGED
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/15 04:30:00",7203,"2016/07/15 04:31:02"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/15 05:00:00",7303,"2016/07/15 05:00:40"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/15 05:30:00",7640,"2016/07/15 05:30:18"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/15 06:00:00",8072,"2016/07/15 06:01:21"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/15 06:30:00",8816,"2016/07/15 06:30:58"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/15 07:00:00",9542,"2016/07/15 07:00:34"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/15 07:30:00",10103,"2016/07/15 07:30:10"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/15 08:00:00",10588,"2016/07/15 08:01:10"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/15 08:30:00",10792,"2016/07/15 08:30:44"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/15 09:00:00",10731,"2016/07/15 09:00:19"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/15 09:30:00",10627,"2016/07/15 09:31:15"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/15 10:00:00",10359,"2016/07/15 10:00:48"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/15 10:30:00",10073,"2016/07/15 10:30:19"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/15 11:00:00",9787,"2016/07/15 11:01:16"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/15 11:30:00",9501,"2016/07/15 11:30:49"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/15 12:00:00",9266,"2016/07/15 12:00:22"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/15 12:30:00",9106,"2016/07/15 12:31:20"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/15 13:00:00",8941,"2016/07/15 13:00:54"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/15 13:30:00",8778,"2016/07/15 13:30:27"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/15 14:00:00",8706,"2016/07/15 14:00:00"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/15 14:30:00",8631,"2016/07/15 14:30:57"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/15 15:00:00",8628,"2016/07/15 15:00:31"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/15 15:30:00",8737,"2016/07/15 15:30:03"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/15 16:00:00",8907,"2016/07/15 16:01:01"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/15 16:30:00",9213,"2016/07/15 16:30:35"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/15 17:00:00",9777,"2016/07/15 17:00:08"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/15 17:30:00",10468,"2016/07/15 17:31:07"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/15 18:00:00",11129,"2016/07/15 18:00:41"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/15 18:30:00",11229,"2016/07/15 18:30:14"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/15 19:00:00",11197,"2016/07/15 19:01:11"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/15 19:30:00",11051,"2016/07/15 19:30:45"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/15 20:00:00",10895,"2016/07/15 20:00:20"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/15 20:30:00",10741,"2016/07/15 20:31:18"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/15 21:00:00",10597,"2016/07/15 21:00:52"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/15 21:30:00",10311,"2016/07/15 21:30:27"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/15 22:00:00",10084,"2016/07/15 22:00:00"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/15 22:30:00",10001,"2016/07/15 22:30:59"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/15 23:00:00",9742,"2016/07/15 23:00:33"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/15 23:30:00",9511,"2016/07/15 23:30:06"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/16 00:00:00",9292,"2016/07/16 00:01:04"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/16 00:30:00",9061,"2016/07/16 00:30:40"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/16 01:00:00",8795,"2016/07/16 01:00:13"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/16 01:30:00",8538,"2016/07/16 01:31:11"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/16 02:00:00",8231,"2016/07/16 02:00:44"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/16 02:30:00",7851,"2016/07/16 02:30:16"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/16 03:00:00",7522,"2016/07/16 03:01:14"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/16 03:30:00",7313,"2016/07/16 03:30:46"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/16 04:00:00",7132,"2016/07/16 04:00:20"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/15 04:30:00",5312,"2016/07/15 04:31:02"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/15 05:00:00",5426,"2016/07/15 05:00:40"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/15 05:30:00",5650,"2016/07/15 05:30:18"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/15 06:00:00",5913,"2016/07/15 06:01:21"
