C,NEMP.WORLD,ACTUAL_OPERATIONAL_DEMAND_DAILY,AEMO,PUBLIC,2016/08/10,04:39:59,0000000273867466,,0000000273867464
I,OPERATIONAL_DEMAND,ACTUAL,1,REGIONID,INTERVAL_DATETIME,OPERATIONAL_DEMAND,LASTCHANGED
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/09 04:30:00",6854,"2016/08/09 04:31:07"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/09 05:00:00",6962,"2016/08/09 05:00:36"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/09 05:30:00",7326,"2016/08/09 05:30:04"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/09 06:00:00",7746,"2016/08/09 06:00:57"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/09 06:30:00",8611,"2016/08/09 06:30:26"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/09 07:00:00",9441,"2016/08/09 07:01:19"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/09 07:30:00",9908,"2016/08/09 07:30:48"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/09 08:00:00",10185,"2016/08/09 08:00:17"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/09 08:30:00",10070,"2016/08/09 08:31:10"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/09 09:00:00",9692,"2016/08/09 09:00:41"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/09 09:30:00",9455,"2016/08/09 09:30:12"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/09 10:00:00",9189,"2016/08/09 10:01:09"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/09 10:30:00",8967,"2016/08/09 10:30:40"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/09 11:00:00",8800,"2016/08/09 11:00:11"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/09 11:30:00",8647,"2016/08/09 11:31:07"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/09 12:00:00",8505,"2016/08/09 12:00:39"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/09 12:30:00",8443,"2016/08/09 12:30:10"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/09 13:00:00",8346,"2016/08/09 13:01:07"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/09 13:30:00",8270,"2016/08/09 13:30:39"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/09 14:00:00",8263,"2016/08/09 14:00:11"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/09 14:30:00",8241,"2016/08/09 14:31:08"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/09 15:00:00",8260,"2016/08/09 15:00:39"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/09 15:30:00",8343,"2016/08/09 15:30:11"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/09 16:00:00",8614,"2016/08/09 16:01:08"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/09 16:30:00",8859,"2016/08/09 16:30:40"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/09 17:00:00",9221,"2016/08/09 17:00:11"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/09 17:30:00",9731,"2016/08/09 17:31:07"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/09 18:00:00",10344,"2016/08/09 18:00:37"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/09 18:30:00",10515,"2016/08/09 18:30:09"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/09 19:00:00",10497,"2016/08/09 19:01:05"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/09 19:30:00",10273,"2016/08/09 19:30:36"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/09 20:00:00",10063,"2016/08/09 20:00:08"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/09 20:30:00",9881,"2016/08/09 20:31:04"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/09 21:00:00",9664,"2016/08/09 21:00:35"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/09 21:30:00",9361,"2016/08/09 21:30:07"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/09 22:00:00",8997,"2016/08/09 22:01:04"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/09 22:30:00",8900,"2016/08/09 22:30:37"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/09 23:00:00",8595,"2016/08/09 23:00:08"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/09 23:30:00",8418,"2016/08/09 23:31:04"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/10 00:00:00",8327,"2016/08/10 00:00:35"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/10 00:30:00",8142,"2016/08/10 00:30:07"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/10 01:00:00",7962,"2016/08/10 01:01:04"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/10 01:30:00",7809,"2016/08/10 01:30:36"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/10 02:00:00",7595,"2016/08/10 02:00:08"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/10 02:30:00",7253,"2016/08/10 02:31:04"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/10 03:00:00",6932,"2016/08/10 03:00:36"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/10 03:30:00",6747,"2016/08/10 03:30:08"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/10 04:00:00",6622,"2016/08/10 04:01:05"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/09 04:30:00",5163,"2016/08/09 04:31:07"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/09 05:00:00",5263,"2016/08/09 05:00:36"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/09 05:30:00",5460,"2016/08/09 05:30:04"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/09 06:00:00",5756,"2016/08/09 06:00:57"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/09 06:30:00",6161,"2016/08/09 06:30:26"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/09 07:00:00",6578,"2016/08/09 07:01:19"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/09 07:30:00",6847,"2016/08/09 07:30:48"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/09 08:00:00",6802,"2016/08/09 08:00:17"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/09 08:30:00",6608,"2016/08/09 08:31:10"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/09 09:00:00",6352,"2016/08/09 09:00:41"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/09 09:30:00",6148,"2016/08/09 09:30:12"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/09 10:00:00",5966,"2016/08/09 10:01:09"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/09 10:30:00",5849,"2016/08/09 10:30:40"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/09 11:00:00",5778,"2016/08/09 11:00:11"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/09 11:30:00",5717,"2016/08/09 11:31:07"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/09 12:00:00",5710,"2016/08/09 12:00:39"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/09 12:30:00",5733,"2016/08/09 12:30:10"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/09 13:00:00",5730,"2016/08/09 13:01:07"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/09 13:30:00",5777,"2016/08/09 13:30:39"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/09 14:00:00",5826,"2016/08/09 14:00:11"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/09 14:30:00",5851,"2016/08/09 14:31:08"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/09 15:00:00",5896,"2016/08/09 15:00:39"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/09 15:30:00",6011,"2016/08/09 15:30:11"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/09 16:00:00",6101,"2016/08/09 16:01:08"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/09 16:30:00",6290,"2016/08/09 16:30:40"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/09 17:00:00",6508,"2016/08/09 17:00:11"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/09 17:30:00",6692,"2016/08/09 17:31:07"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/09 18:00:00",6938,"2016/08/09 18:00:37"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/09 18:30:00",7062,"2016/08/09 18:30:09"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/09 19:00:00",7092,"2016/08/09 19:01:05"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/09 19:30:00",7006,"2016/08/09 19:30:36"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/09 20:00:00",6961,"2016/08/09 20:00:08"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/09 20:30:00",6932,"2016/08/09 20:31:04"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/09 21:00:00",6797,"2016/08/09 21:00:35"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/09 21:30:00",6630,"2016/08/09 21:30:07"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/09 22:00:00",6585,"2016/08/09 22:01:04"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/09 22:30:00",6441,"2016/08/09 22:30:37"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/09 23:00:00",6328,"2016/08/09 23:00:08"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/09 23:30:00",6101,"2016/08/09 23:31:04"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/10 00:00:00",5866,"2016/08/10 00:00:35"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/10 00:30:00",5675,"2016/08/10 00:30:07"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/10 01:00:00",5484,"2016/08/10 01:01:04"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/10 01:30:00",5334,"2016/08/10 01:30:36"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/10 02:00:00",5213,"2016/08/10 02:00:08"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/10 02:30:00",5139,"2016/08/10 02:31:04"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/10 03:00:00",5103,"2016/08/10 03:00:36"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/10 03:30:00",5119,"2016/08/10 03:30:08"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/08/10 04:00:00",5152,"2016/08/10 04:01:05"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/09 04:30:00",1211,"2016/08/09 04:31:07"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/09 05:00:00",1215,"2016/08/09 05:00:36"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/09 05:30:00",1190,"2016/08/09 05:30:04"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/09 06:00:00",1227,"2016/08/09 06:00:57"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/09 06:30:00",1286,"2016/08/09 06:30:26"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/09 07:00:00",1392,"2016/08/09 07:01:19"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/09 07:30:00",1515,"2016/08/09 07:30:48"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/09 08:00:00",1642,"2016/08/09 08:00:17"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/09 08:30:00",1731,"2016/08/09 08:31:10"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/09 09:00:00",1734,"2016/08/09 09:00:41"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/09 09:30:00",1711,"2016/08/09 09:30:12"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/09 10:00:00",1719,"2016/08/09 10:01:09"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/09 10:30:00",1663,"2016/08/09 10:30:40"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/09 11:00:00",1545,"2016/08/09 11:00:11"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/09 11:30:00",1529,"2016/08/09 11:31:07"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/09 12:00:00",1612,"2016/08/09 12:00:39"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/09 12:30:00",1644,"2016/08/09 12:30:10"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/09 13:00:00",1598,"2016/08/09 13:01:07"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/09 13:30:00",1571,"2016/08/09 13:30:39"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/09 14:00:00",1511,"2016/08/09 14:00:11"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/09 14:30:00",1461,"2016/08/09 14:31:08"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/09 15:00:00",1534,"2016/08/09 15:00:39"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/09 15:30:00",1621,"2016/08/09 15:30:11"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/09 16:00:00",1645,"2016/08/09 16:01:08"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/09 16:30:00",1704,"2016/08/09 16:30:40"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/09 17:00:00",1763,"2016/08/09 17:00:11"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/09 17:30:00",1815,"2016/08/09 17:31:07"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/09 18:00:00",1913,"2016/08/09 18:00:37"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/09 18:30:00",2024,"2016/08/09 18:30:09"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/09 19:00:00",2092,"2016/08/09 19:01:05"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/09 19:30:00",2111,"2016/08/09 19:30:36"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/09 20:00:00",2069,"2016/08/09 20:00:08"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/09 20:30:00",2039,"2016/08/09 20:31:04"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/09 21:00:00",1998,"2016/08/09 21:00:35"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/09 21:30:00",1955,"2016/08/09 21:30:07"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/09 22:00:00",1885,"2016/08/09 22:01:04"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/09 22:30:00",1809,"2016/08/09 22:30:37"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/09 23:00:00",1731,"2016/08/09 23:00:08"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/09 23:30:00",1666,"2016/08/09 23:31:04"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/10 00:00:00",1847,"2016/08/10 00:00:35"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/10 00:30:00",1787,"2016/08/10 00:30:07"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/10 01:00:00",1697,"2016/08/10 01:01:04"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/10 01:30:00",1590,"2016/08/10 01:30:36"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/10 02:00:00",1483,"2016/08/10 02:00:08"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/10 02:30:00",1424,"2016/08/10 02:31:04"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/10 03:00:00",1394,"2016/08/10 03:00:36"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/10 03:30:00",1354,"2016/08/10 03:30:08"
D,OPERATIONAL_DEMAND,ACTUAL,1,SA1,"2016/08/10 04:00:00",1338,"2016/08/10 04:01:05"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/08/09 04:30:00",997,"2016/08/09 04:31:07"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/08/09 05:00:00",1018,"2016/08/09 05:00:36"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/08/09 05:30:00",1056,"2016/08/09 05:30:04"
D,OPERATIONAL_DEMAND,ACTUAL,1,TAS1,"2016/08/09 06:00:00",1162,"2016/08/09 06:00:57"
