C,NEMP.WORLD,ACTUAL_OPERATIONAL_DEMAND_DAILY,AEMO,PUBLIC,2016/01/31,04:40:00,0000000268254903,,0000000268254901
I,OPERATIONAL_DEMAND,ACTUAL,1,REGIONID,INTERVAL_DATETIME,OPERATIONAL_DEMAND,LASTCHANGED
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/30 04:30:00",6237,"2016/01/30 04:30:47"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/30 05:00:00",6316,"2016/01/30 05:01:03"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/30 05:30:00",6391,"2016/01/30 05:31:18"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/30 06:00:00",6533,"2016/01/30 06:00:07"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/30 06:30:00",6769,"2016/01/30 06:30:22"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/30 07:00:00",7085,"2016/01/30 07:00:39"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/30 07:30:00",7371,"2016/01/30 07:30:56"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/30 08:00:00",7711,"2016/01/30 08:01:14"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/30 08:30:00",7987,"2016/01/30 08:30:06"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/30 09:00:00",8145,"2016/01/30 09:00:24"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/30 09:30:00",8293,"2016/01/30 09:30:42"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/30 10:00:00",8326,"2016/01/30 10:01:01"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/30 10:30:00",8410,"2016/01/30 10:31:19"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/30 11:00:00",8429,"2016/01/30 11:00:09"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/30 11:30:00",8538,"2016/01/30 11:30:28"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/30 12:00:00",8606,"2016/01/30 12:00:46"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/30 12:30:00",8670,"2016/01/30 12:31:05"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/30 13:00:00",8735,"2016/01/30 13:01:23"
