C,NEMP.WORLD,ACTUAL_OPERATIONAL_DEMAND_DAILY,AEMO,PUBLIC,2016/02/03,04:40:00,0000000268342648,,0000000268342646
I,OPERATIONAL_DEMAND,ACTUAL,1,REGIONID,INTERVAL_DATETIME,OPERATIONAL_DEMAND,LASTCHANGED
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/02 04:30:00",6322,"2016/02/02 04:30:49"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/02 05:00:00",6611,"2016/02/02 05:01:05"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/02 05:30:00",7045,"2016/02/02 05:31:21"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/02 06:00:00",7459,"2016/02/02 06:00:12"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/02 06:30:00",7863,"2016/02/02 06:30:31"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/02 07:00:00",8191,"2016/02/02 07:00:49"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/02 07:30:00",8331,"2016/02/02 07:31:07"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/02 08:00:00",8366,"2016/02/02 08:01:25"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/02 08:30:00",8532,"2016/02/02 08:30:17"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/02 09:00:00",8598,"2016/02/02 09:00:36"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/02 09:30:00",8552,"2016/02/02 09:30:54"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/02 10:00:00",8633,"2016/02/02 10:01:12"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/02 10:30:00",8672,"2016/02/02 10:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/02 11:00:00",8727,"2016/02/02 11:00:18"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/02 11:30:00",8760,"2016/02/02 11:30:35"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/02 12:00:00",8820,"2016/02/02 12:00:49"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/02 12:30:00",8892,"2016/02/02 12:31:05"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/02 13:00:00",8914,"2016/02/02 13:01:21"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/02 13:30:00",8995,"2016/02/02 13:30:12"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/02 14:00:00",8982,"2016/02/02 14:00:28"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/02 14:30:00",9109,"2016/02/02 14:30:45"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/02 15:00:00",9252,"2016/02/02 15:01:00"
