C,NEMP.WORLD,ACTUAL_OPERATIONAL_DEMAND_DAILY,AEMO,PUBLIC,2016/08/18,04:39:58,0000000274111367,,0000000274111365
I,OPERATIONAL_DEMAND,ACTUAL,1,REGIONID,INTERVAL_DATETIME,OPERATIONAL_DEMAND,LASTCHANGED
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/17 04:30:00",6529,"2016/08/17 04:30:48"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/17 05:00:00",6656,"2016/08/17 05:00:21"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/17 05:30:00",6997,"2016/08/17 05:31:20"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/17 06:00:00",7421,"2016/08/17 06:00:56"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/17 06:30:00",8211,"2016/08/17 06:30:30"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/17 07:00:00",8938,"2016/08/17 07:00:04"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/17 07:30:00",9281,"2016/08/17 07:31:03"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/17 08:00:00",9411,"2016/08/17 08:00:38"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/17 08:30:00",9286,"2016/08/17 08:30:12"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/17 09:00:00",8972,"2016/08/17 09:01:10"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/17 09:30:00",8784,"2016/08/17 09:30:44"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/17 10:00:00",8608,"2016/08/17 10:00:19"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/17 10:30:00",8472,"2016/08/17 10:31:17"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/17 11:00:00",8315,"2016/08/17 11:00:51"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/17 11:30:00",8192,"2016/08/17 11:30:25"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/17 12:00:00",8056,"2016/08/17 12:01:23"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/17 12:30:00",8024,"2016/08/17 12:30:57"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/17 13:00:00",7977,"2016/08/17 13:00:32"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/17 13:30:00",7966,"2016/08/17 13:30:05"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/17 14:00:00",7981,"2016/08/17 14:01:04"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/17 14:30:00",7993,"2016/08/17 14:30:38"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/17 15:00:00",7989,"2016/08/17 15:00:11"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/17 15:30:00",8018,"2016/08/17 15:31:10"
