C,NEMP.WORLD,ACTUAL_OPERATIONAL_DEMAND_DAILY,AEMO,PUBLIC,2016/08/09,04:39:59,0000000273836933,,0000000273836931
I,OPERATIONAL_DEMAND,ACTUAL,1,REGIONID,INTERVAL_DATETIME,OPERATIONAL_DEMAND,LASTCHANGED
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/08 04:30:00",6656,"2016/08/08 04:30:18"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/08 05:00:00",6781,"2016/08/08 05:01:16"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/08 05:30:00",7116,"2016/08/08 05:30:49"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/08 06:00:00",7587,"2016/08/08 06:00:22"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/08 06:30:00",8456,"2016/08/08 06:31:21"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/08 07:00:00",9310,"2016/08/08 07:00:54"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/08 07:30:00",9807,"2016/08/08 07:30:26"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/08 08:00:00",10078,"2016/08/08 08:01:24"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/08 08:30:00",9986,"2016/08/08 08:30:58"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/08 09:00:00",9693,"2016/08/08 09:00:30"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/08 09:30:00",9473,"2016/08/08 09:30:03"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/08 10:00:00",9248,"2016/08/08 10:01:00"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/08 10:30:00",9093,"2016/08/08 10:30:33"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/08 11:00:00",8894,"2016/08/08 11:00:05"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/08 11:30:00",8642,"2016/08/08 11:31:05"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/08 12:00:00",8429,"2016/08/08 12:00:39"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/08 12:30:00",8339,"2016/08/08 12:30:13"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/08 13:00:00",8294,"2016/08/08 13:01:10"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/08 13:30:00",8213,"2016/08/08 13:30:44"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/08 14:00:00",8234,"2016/08/08 14:00:18"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/08 14:30:00",8169,"2016/08/08 14:31:19"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/08 15:00:00",8146,"2016/08/08 15:00:51"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/08 15:30:00",8182,"2016/08/08 15:30:26"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/08 16:00:00",8328,"2016/08/08 16:01:24"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/08 16:30:00",8543,"2016/08/08 16:30:59"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/08 17:00:00",8897,"2016/08/08 17:00:34"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/08 17:30:00",9462,"2016/08/08 17:30:10"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/08 18:00:00",10271,"2016/08/08 18:01:10"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/08 18:30:00",10665,"2016/08/08 18:30:42"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/08 19:00:00",10705,"2016/08/08 19:00:16"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/08 19:30:00",10535,"2016/08/08 19:31:13"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/08 20:00:00",10334,"2016/08/08 20:00:48"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/08 20:30:00",10163,"2016/08/08 20:30:22"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/08 21:00:00",9931,"2016/08/08 21:01:21"
