C,NEMP.WORLD,ACTUAL_OPERATIONAL_DEMAND_DAILY,AEMO,PUBLIC,2016/09/03,04:39:54,0000000274607508,,0000000274607506
I,OPERATIONAL_DEMAND,ACTUAL,1,REGIONID,INTERVAL_DATETIME,OPERATIONAL_DEMAND,LASTCHANGED
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/09/02 04:30:00",6307,"2016/09/02 04:30:51"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/09/02 05:00:00",6398,"2016/09/02 05:00:23"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/09/02 05:30:00",6677,"2016/09/02 05:31:20"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/09/02 06:00:00",6996,"2016/09/02 06:00:51"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/09/02 06:30:00",7623,"2016/09/02 06:30:23"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/09/02 07:00:00",8205,"2016/09/02 07:01:20"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/09/02 07:30:00",8582,"2016/09/02 07:30:51"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/09/02 08:00:00",8935,"2016/09/02 08:00:23"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/09/02 08:30:00",9104,"2016/09/02 08:31:20"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/09/02 09:00:00",9094,"2016/09/02 09:00:51"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/09/02 09:30:00",9139,"2016/09/02 09:30:24"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/09/02 10:00:00",9242,"2016/09/02 10:01:20"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/09/02 10:30:00",9230,"2016/09/02 10:30:53"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/09/02 11:00:00",9193,"2016/09/02 11:00:25"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/09/02 11:30:00",9111,"2016/09/02 11:31:23"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/09/02 12:00:00",9055,"2016/09/02 12:00:55"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/09/02 12:30:00",9023,"2016/09/02 12:30:27"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/09/02 13:00:00",8964,"2016/09/02 13:01:23"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/09/02 13:30:00",8917,"2016/09/02 13:30:55"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/09/02 14:00:00",8913,"2016/09/02 14:00:27"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/09/02 14:30:00",8868,"2016/09/02 14:31:24"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/09/02 15:00:00",8836,"2016/09/02 15:00:57"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/09/02 15:30:00",8787,"2016/09/02 15:30:30"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/09/02 16:00:00",8943,"2016/09/02 16:00:03"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/09/02 16:30:00",9068,"2016/09/02 16:30:59"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/09/02 17:00:00",9239,"2016/09/02 17:00:31"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/09/02 17:30:00",9419,"2016/09/02 17:30:03"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/09/02 18:00:00",9667,"2016/09/02 18:00:59"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/09/02 18:30:00",9772,"2016/09/02 18:30:31"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/09/02 19:00:00",9649,"2016/09/02 19:00:03"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/09/02 19:30:00",9391,"2016/09/02 19:31:00"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/09/02 20:00:00",9120,"2016/09/02 20:00:32"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/09/02 20:30:00",8916,"2016/09/02 20:30:05"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/09/02 21:00:00",8737,"2016/09/02 21:01:01"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/09/02 21:30:00",8540,"2016/09/02 21:30:34"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/09/02 22:00:00",8349,"2016/09/02 22:00:06"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/09/02 22:30:00",8334,"2016/09/02 22:31:03"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/09/02 23:00:00",8200,"2016/09/02 23:00:35"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/09/02 23:30:00",8075,"2016/09/02 23:30:07"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/09/03 00:00:00",7965,"2016/09/03 00:01:03"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/09/03 00:30:00",7811,"2016/09/03 00:30:36"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/09/03 01:00:00",7624,"2016/09/03 01:00:08"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/09/03 01:30:00",7424,"2016/09/03 01:31:05"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/09/03 02:00:00",7127,"2016/09/03 02:00:37"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/09/03 02:30:00",6800,"2016/09/03 02:30:09"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/09/03 03:00:00",6522,"2016/09/03 03:01:06"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/09/03 03:30:00",6431,"2016/09/03 03:30:38"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/09/03 04:00:00",6238,"2016/09/03 04:00:10"
