C,NEMP.WORLD,ACTUAL_OPERATIONAL_DEMAND_DAILY,AEMO,PUBLIC,2016/08/22,04:39:57,0000000274233075,,0000000274233073
I,OPERATIONAL_DEMAND,ACTUAL,1,REGIONID,INTERVAL_DATETIME,OPERATIONAL_DEMAND,LASTCHANGED
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/21 04:30:00",6431,"2016/08/21 04:30:54"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/21 05:00:00",6443,"2016/08/21 05:00:26"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/21 05:30:00",6552,"2016/08/21 05:31:22"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/21 06:00:00",6687,"2016/08/21 06:00:54"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/21 06:30:00",6928,"2016/08/21 06:30:26"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/21 07:00:00",7190,"2016/08/21 07:01:23"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/21 07:30:00",7568,"2016/08/21 07:30:55"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/21 08:00:00",7913,"2016/08/21 08:00:26"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/21 08:30:00",8207,"2016/08/21 08:31:25"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/21 09:00:00",8316,"2016/08/21 09:00:59"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/21 09:30:00",8321,"2016/08/21 09:30:33"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/21 10:00:00",8238,"2016/08/21 10:00:07"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/21 10:30:00",8075,"2016/08/21 10:31:06"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/21 11:00:00",7861,"2016/08/21 11:00:40"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/21 11:30:00",7640,"2016/08/21 11:30:13"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/21 12:00:00",7446,"2016/08/21 12:01:11"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/21 12:30:00",7346,"2016/08/21 12:30:45"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/21 13:00:00",7245,"2016/08/21 13:00:20"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/21 13:30:00",7139,"2016/08/21 13:31:19"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/21 14:00:00",7076,"2016/08/21 14:00:54"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/21 14:30:00",7061,"2016/08/21 14:30:28"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/21 15:00:00",7094,"2016/08/21 15:00:03"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/21 15:30:00",7222,"2016/08/21 15:31:01"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/21 16:00:00",7362,"2016/08/21 16:00:36"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/08/21 16:30:00",7641,"2016/08/21 16:30:11"
