C,NEMP.WORLD,ACTUAL_OPERATIONAL_DEMAND_DAILY,AEMO,PUBLIC,2016/07/27,04:40:00,0000000273446437,,0000000273446435
I,OPERATIONAL_DEMAND,ACTUAL,1,REGIONID,INTERVAL_DATETIME,OPERATIONAL_DEMAND,LASTCHANGED
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/26 04:30:00",6915,"2016/07/26 04:31:20"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/26 05:00:00",6991,"2016/07/26 05:00:53"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/26 05:30:00",7282,"2016/07/26 05:30:26"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/26 06:00:00",7717,"2016/07/26 06:01:24"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/26 06:30:00",8621,"2016/07/26 06:30:59"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/26 07:00:00",9447,"2016/07/26 07:00:35"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/26 07:30:00",9928,"2016/07/26 07:30:10"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/26 08:00:00",10294,"2016/07/26 08:01:11"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/26 08:30:00",10189,"2016/07/26 08:30:49"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/26 09:00:00",9863,"2016/07/26 09:00:27"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/26 09:30:00",9667,"2016/07/26 09:30:06"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/26 10:00:00",9432,"2016/07/26 10:01:09"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/26 10:30:00",9205,"2016/07/26 10:30:47"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/26 11:00:00",9041,"2016/07/26 11:00:25"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/26 11:30:00",8825,"2016/07/26 11:30:04"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/26 12:00:00",8674,"2016/07/26 12:01:07"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/26 12:30:00",8558,"2016/07/26 12:30:45"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/26 13:00:00",8494,"2016/07/26 13:00:23"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/26 13:30:00",8441,"2016/07/26 13:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/26 14:00:00",8470,"2016/07/26 14:01:04"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/26 14:30:00",8467,"2016/07/26 14:30:43"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/26 15:00:00",8490,"2016/07/26 15:00:22"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/26 15:30:00",8489,"2016/07/26 15:31:25"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/26 16:00:00",8683,"2016/07/26 16:01:03"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/26 16:30:00",8961,"2016/07/26 16:30:41"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/26 17:00:00",9385,"2016/07/26 17:00:19"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/26 17:30:00",10012,"2016/07/26 17:31:22"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/26 18:00:00",10809,"2016/07/26 18:01:00"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/26 18:30:00",11016,"2016/07/26 18:30:39"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/26 19:00:00",11031,"2016/07/26 19:00:17"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/26 19:30:00",10844,"2016/07/26 19:31:20"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/26 20:00:00",10672,"2016/07/26 20:00:58"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/26 20:30:00",10478,"2016/07/26 20:30:36"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/26 21:00:00",10236,"2016/07/26 21:00:14"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/26 21:30:00",9959,"2016/07/26 21:31:17"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/26 22:00:00",9572,"2016/07/26 22:00:55"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/26 22:30:00",9416,"2016/07/26 22:30:34"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/26 23:00:00",9068,"2016/07/26 23:00:12"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/26 23:30:00",8849,"2016/07/26 23:31:15"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/27 00:00:00",8655,"2016/07/27 00:00:53"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/27 00:30:00",8457,"2016/07/27 00:30:32"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/27 01:00:00",8288,"2016/07/27 01:00:10"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/27 01:30:00",8057,"2016/07/27 01:31:13"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/27 02:00:00",7822,"2016/07/27 02:00:51"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/27 02:30:00",7450,"2016/07/27 02:30:30"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/27 03:00:00",7141,"2016/07/27 03:00:08"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/27 03:30:00",6967,"2016/07/27 03:31:14"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/27 04:00:00",6825,"2016/07/27 04:00:53"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/26 04:30:00",5137,"2016/07/26 04:31:20"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/26 05:00:00",5239,"2016/07/26 05:00:53"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/26 05:30:00",5471,"2016/07/26 05:30:26"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/26 06:00:00",5730,"2016/07/26 06:01:24"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/26 06:30:00",6139,"2016/07/26 06:30:59"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/26 07:00:00",6533,"2016/07/26 07:00:35"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/26 07:30:00",6870,"2016/07/26 07:30:10"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/26 08:00:00",6917,"2016/07/26 08:01:11"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/26 08:30:00",6849,"2016/07/26 08:30:49"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/26 09:00:00",6622,"2016/07/26 09:00:27"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/26 09:30:00",6477,"2016/07/26 09:30:06"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/26 10:00:00",6351,"2016/07/26 10:01:09"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/26 10:30:00",6295,"2016/07/26 10:30:47"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/26 11:00:00",6210,"2016/07/26 11:00:25"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/26 11:30:00",6125,"2016/07/26 11:30:04"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/26 12:00:00",6010,"2016/07/26 12:01:07"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/26 12:30:00",6035,"2016/07/26 12:30:45"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/26 13:00:00",6099,"2016/07/26 13:00:23"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/26 13:30:00",6140,"2016/07/26 13:30:01"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/26 14:00:00",6151,"2016/07/26 14:01:04"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/26 14:30:00",6227,"2016/07/26 14:30:43"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/26 15:00:00",6277,"2016/07/26 15:00:22"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/26 15:30:00",6309,"2016/07/26 15:31:25"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/07/26 16:00:00",6451,"2016/07/26 16:01:03"
