C,NEMP.WORLD,ACTUAL_OPERATIONAL_DEMAND_DAILY,AEMO,PUBLIC,2016/07/31,04:40:01,0000000273567884,,0000000273567882
I,OPERATIONAL_DEMAND,ACTUAL,1,REGIONID,INTERVAL_DATETIME,OPERATIONAL_DEMAND,LASTCHANGED
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/30 04:30:00",6815,"2016/07/30 04:31:09"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/30 05:00:00",6820,"2016/07/30 05:00:44"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/30 05:30:00",6930,"2016/07/30 05:30:20"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/30 06:00:00",7123,"2016/07/30 06:01:24"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/30 06:30:00",7471,"2016/07/30 06:30:59"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/30 07:00:00",7918,"2016/07/30 07:00:36"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/30 07:30:00",8414,"2016/07/30 07:30:12"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/30 08:00:00",8884,"2016/07/30 08:01:12"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/30 08:30:00",9247,"2016/07/30 08:30:44"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/30 09:00:00",9297,"2016/07/30 09:00:18"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/30 09:30:00",9299,"2016/07/30 09:31:16"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/30 10:00:00",9063,"2016/07/30 10:00:48"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/30 10:30:00",8844,"2016/07/30 10:30:22"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/30 11:00:00",8561,"2016/07/30 11:01:21"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/30 11:30:00",8302,"2016/07/30 11:30:54"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/30 12:00:00",8109,"2016/07/30 12:00:26"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/30 12:30:00",7896,"2016/07/30 12:31:24"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/30 13:00:00",7783,"2016/07/30 13:00:58"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/30 13:30:00",7673,"2016/07/30 13:30:31"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/30 14:00:00",7589,"2016/07/30 14:00:03"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/30 14:30:00",7575,"2016/07/30 14:31:01"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/30 15:00:00",7585,"2016/07/30 15:00:35"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/30 15:30:00",7646,"2016/07/30 15:30:09"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/30 16:00:00",7805,"2016/07/30 16:01:08"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/30 16:30:00",8069,"2016/07/30 16:30:42"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/30 17:00:00",8440,"2016/07/30 17:00:15"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/30 17:30:00",8970,"2016/07/30 17:31:13"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/30 18:00:00",9690,"2016/07/30 18:00:46"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/30 18:30:00",9911,"2016/07/30 18:30:19"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/30 19:00:00",9834,"2016/07/30 19:01:17"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/30 19:30:00",9636,"2016/07/30 19:30:51"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/30 20:00:00",9486,"2016/07/30 20:00:25"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/30 20:30:00",9354,"2016/07/30 20:31:24"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/30 21:00:00",9185,"2016/07/30 21:00:57"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/30 21:30:00",8974,"2016/07/30 21:30:31"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/30 22:00:00",8824,"2016/07/30 22:00:05"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/30 22:30:00",8745,"2016/07/30 22:31:01"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/30 23:00:00",8497,"2016/07/30 23:00:34"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/30 23:30:00",8350,"2016/07/30 23:30:06"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/31 00:00:00",8176,"2016/07/31 00:01:04"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/31 00:30:00",7953,"2016/07/31 00:30:37"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/31 01:00:00",7720,"2016/07/31 01:00:11"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/31 01:30:00",7471,"2016/07/31 01:31:10"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/07/31 02:00:00",7253,"2016/07/31 02:00:43"
