C,NEMP.WORLD,ACTUAL_OPERATIONAL_DEMAND_DAILY,AEMO,PUBLIC,2016/01/25,04:40:00,0000000268084070,,0000000268084068
I,OPERATIONAL_DEMAND,ACTUAL,1,REGIONID,INTERVAL_DATETIME,OPERATIONAL_DEMAND,LASTCHANGED
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/24 04:30:00",5978,"2016/01/24 04:30:05"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/24 05:00:00",6018,"2016/01/24 05:00:22"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/24 05:30:00",6096,"2016/01/24 05:30:39"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/24 06:00:00",6188,"2016/01/24 06:00:57"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/24 06:30:00",6379,"2016/01/24 06:31:16"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/24 07:00:00",6587,"2016/01/24 07:00:08"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/24 07:30:00",6842,"2016/01/24 07:30:27"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/24 08:00:00",7058,"2016/01/24 08:00:45"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/24 08:30:00",7275,"2016/01/24 08:31:05"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/24 09:00:00",7434,"2016/01/24 09:01:23"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/24 09:30:00",7535,"2016/01/24 09:30:16"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/24 10:00:00",7571,"2016/01/24 10:00:35"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/24 10:30:00",7583,"2016/01/24 10:30:54"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/24 11:00:00",7556,"2016/01/24 11:01:13"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/24 11:30:00",7568,"2016/01/24 11:30:05"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/24 12:00:00",7574,"2016/01/24 12:00:23"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/24 12:30:00",7499,"2016/01/24 12:30:42"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/24 13:00:00",7489,"2016/01/24 13:01:01"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/24 13:30:00",7513,"2016/01/24 13:31:18"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/24 14:00:00",7560,"2016/01/24 14:00:09"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/24 14:30:00",7633,"2016/01/24 14:30:28"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/24 15:00:00",7677,"2016/01/24 15:00:47"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/24 15:30:00",7757,"2016/01/24 15:31:06"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/24 16:00:00",7862,"2016/01/24 16:01:25"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/24 16:30:00",7942,"2016/01/24 16:30:18"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/24 17:00:00",8042,"2016/01/24 17:00:36"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/24 17:30:00",8101,"2016/01/24 17:30:54"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/24 18:00:00",8121,"2016/01/24 18:01:12"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/24 18:30:00",8061,"2016/01/24 18:30:05"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/24 19:00:00",8034,"2016/01/24 19:00:24"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/24 19:30:00",8094,"2016/01/24 19:30:41"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/24 20:00:00",8085,"2016/01/24 20:01:00"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/24 20:30:00",7974,"2016/01/24 20:31:18"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/24 21:00:00",7788,"2016/01/24 21:00:11"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/24 21:30:00",7708,"2016/01/24 21:30:28"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/24 22:00:00",7570,"2016/01/24 22:00:46"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/24 22:30:00",7515,"2016/01/24 22:31:06"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/24 23:00:00",7272,"2016/01/24 23:01:24"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/24 23:30:00",7043,"2016/01/24 23:30:15"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/25 00:00:00",6875,"2016/01/25 00:00:34"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/25 00:30:00",6748,"2016/01/25 00:30:53"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/25 01:00:00",6587,"2016/01/25 01:01:13"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/25 01:30:00",6347,"2016/01/25 01:30:05"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/25 02:00:00",6188,"2016/01/25 02:00:23"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/25 02:30:00",6122,"2016/01/25 02:30:41"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/25 03:00:00",6082,"2016/01/25 03:00:59"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/25 03:30:00",6079,"2016/01/25 03:31:17"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/01/25 04:00:00",6152,"2016/01/25 04:00:09"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/01/24 04:30:00",5484,"2016/01/24 04:30:05"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/01/24 05:00:00",5475,"2016/01/24 05:00:22"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/01/24 05:30:00",5494,"2016/01/24 05:30:39"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/01/24 06:00:00",5464,"2016/01/24 06:00:57"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/01/24 06:30:00",5516,"2016/01/24 06:31:16"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/01/24 07:00:00",5596,"2016/01/24 07:00:08"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/01/24 07:30:00",5763,"2016/01/24 07:30:27"
