C,NEMP.WORLD,ACTUAL_OPERATIONAL_DEMAND_DAILY,AEMO,PUBLIC,2016/02/02,04:40:00,0000000268312934,,0000000268312932
I,OPERATIONAL_DEMAND,ACTUAL,1,REGIONID,INTERVAL_DATETIME,OPERATIONAL_DEMAND,LASTCHANGED
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/01 04:30:00",6399,"2016/02/01 04:30:54"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/01 05:00:00",6648,"2016/02/01 05:01:12"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/01 05:30:00",7111,"2016/02/01 05:30:03"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/01 06:00:00",7557,"2016/02/01 06:00:18"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/01 06:30:00",8009,"2016/02/01 06:30:34"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/01 07:00:00",8344,"2016/02/01 07:00:49"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/01 07:30:00",8566,"2016/02/01 07:31:05"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/01 08:00:00",8701,"2016/02/01 08:01:21"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/01 08:30:00",8812,"2016/02/01 08:30:11"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/01 09:00:00",8932,"2016/02/01 09:00:27"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/01 09:30:00",8977,"2016/02/01 09:30:41"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/01 10:00:00",9009,"2016/02/01 10:00:58"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/01 10:30:00",8970,"2016/02/01 10:31:15"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/01 11:00:00",8947,"2016/02/01 11:00:05"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/01 11:30:00",8877,"2016/02/01 11:30:22"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/01 12:00:00",8835,"2016/02/01 12:00:37"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/01 12:30:00",8883,"2016/02/01 12:30:52"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/01 13:00:00",8950,"2016/02/01 13:01:08"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/01 13:30:00",8996,"2016/02/01 13:31:26"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/01 14:00:00",8963,"2016/02/01 14:00:17"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/01 14:30:00",8987,"2016/02/01 14:30:35"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/01 15:00:00",8981,"2016/02/01 15:00:52"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/01 15:30:00",8994,"2016/02/01 15:31:11"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/01 16:00:00",9134,"2016/02/01 16:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/01 16:30:00",9156,"2016/02/01 16:30:19"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/01 17:00:00",9195,"2016/02/01 17:00:35"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/01 17:30:00",9079,"2016/02/01 17:30:51"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/01 18:00:00",9046,"2016/02/01 18:01:07"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/01 18:30:00",8854,"2016/02/01 18:31:22"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/01 19:00:00",8680,"2016/02/01 19:00:10"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/01 19:30:00",8642,"2016/02/01 19:30:24"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/01 20:00:00",8609,"2016/02/01 20:00:40"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/01 20:30:00",8352,"2016/02/01 20:30:55"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/01 21:00:00",8106,"2016/02/01 21:01:12"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/01 21:30:00",7976,"2016/02/01 21:30:02"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/01 22:00:00",7762,"2016/02/01 22:00:17"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/01 22:30:00",7674,"2016/02/01 22:30:32"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/01 23:00:00",7559,"2016/02/01 23:00:47"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/01 23:30:00",7363,"2016/02/01 23:31:04"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/02 00:00:00",7191,"2016/02/02 00:01:20"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/02 00:30:00",7051,"2016/02/02 00:30:09"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/02 01:00:00",6841,"2016/02/02 01:00:26"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/02 01:30:00",6552,"2016/02/02 01:30:41"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/02 02:00:00",6312,"2016/02/02 02:00:55"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/02 02:30:00",6144,"2016/02/02 02:31:12"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/02 03:00:00",6086,"2016/02/02 03:00:00"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/02 03:30:00",6082,"2016/02/02 03:30:17"
D,OPERATIONAL_DEMAND,ACTUAL,1,NSW1,"2016/02/02 04:00:00",6169,"2016/02/02 04:00:33"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/02/01 04:30:00",5697,"2016/02/01 04:30:54"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/02/01 05:00:00",5797,"2016/02/01 05:01:12"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/02/01 05:30:00",5943,"2016/02/01 05:30:03"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/02/01 06:00:00",6094,"2016/02/01 06:00:18"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/02/01 06:30:00",6461,"2016/02/01 06:30:34"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/02/01 07:00:00",6857,"2016/02/01 07:00:49"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/02/01 07:30:00",7169,"2016/02/01 07:31:05"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/02/01 08:00:00",7331,"2016/02/01 08:01:21"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/02/01 08:30:00",7444,"2016/02/01 08:30:11"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/02/01 09:00:00",7583,"2016/02/01 09:00:27"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/02/01 09:30:00",7651,"2016/02/01 09:30:41"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/02/01 10:00:00",7701,"2016/02/01 10:00:58"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/02/01 10:30:00",7847,"2016/02/01 10:31:15"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/02/01 11:00:00",8017,"2016/02/01 11:00:05"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/02/01 11:30:00",8079,"2016/02/01 11:30:22"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/02/01 12:00:00",8211,"2016/02/01 12:00:37"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/02/01 12:30:00",8294,"2016/02/01 12:30:52"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/02/01 13:00:00",8483,"2016/02/01 13:01:08"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/02/01 13:30:00",8770,"2016/02/01 13:31:26"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/02/01 14:00:00",8860,"2016/02/01 14:00:17"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/02/01 14:30:00",8816,"2016/02/01 14:30:35"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/02/01 15:00:00",8771,"2016/02/01 15:00:52"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/02/01 15:30:00",8826,"2016/02/01 15:31:11"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/02/01 16:00:00",8969,"2016/02/01 16:00:02"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/02/01 16:30:00",9062,"2016/02/01 16:30:19"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/02/01 17:00:00",9154,"2016/02/01 17:00:35"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/02/01 17:30:00",9120,"2016/02/01 17:30:51"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/02/01 18:00:00",9015,"2016/02/01 18:01:07"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/02/01 18:30:00",8873,"2016/02/01 18:31:22"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/02/01 19:00:00",8793,"2016/02/01 19:00:10"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/02/01 19:30:00",8864,"2016/02/01 19:30:24"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/02/01 20:00:00",8821,"2016/02/01 20:00:40"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/02/01 20:30:00",8620,"2016/02/01 20:30:55"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/02/01 21:00:00",8377,"2016/02/01 21:01:12"
D,OPERATIONAL_DEMAND,ACTUAL,1,QLD1,"2016/02/01 21:30:00",8067,"2016/02/01 21:30:02"
